"Request No","Product","Line","Machine No","Machine Name","Problem","Date-time","Final Action","Loss Time","WO Status","R.S Status"
"EL-Laser Line-2-1-1","Mounting","Laser Line-2","EETP-099","Laser Marking + Cleaner","QR Matching Low","18-01-2024 T14:00","Lot Change",25,"Closed","Under MTD TL Approval"
